[DEBUG] 2020-04-04 20:16:17.462 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-04 20:16:17.465 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-04 20:16:17.470 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-04 20:16:17.557 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-04 20:16:17.560 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-04 20:16:17.754 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-04 20:16:17.755 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-04 20:16:17.761 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-04 20:16:18.030 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-04 20:16:18.049 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-04 20:16:18.050 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-04-04 20:16:18.100 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@5ae95707
[DEBUG] 2020-04-04 20:16:18.100 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@5ae95707
[DEBUG] 2020-04-04 20:16:18.101 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@30e6a763
[DEBUG] 2020-04-04 20:16:18.101 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@30e6a763
[DEBUG] 2020-04-04 20:16:18.101 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@3d6a6bee
[DEBUG] 2020-04-04 20:16:18.101 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@670ce331
[DEBUG] 2020-04-04 20:16:18.102 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@41f4fe5
[DEBUG] 2020-04-04 20:16:18.102 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@41f4fe5
[DEBUG] 2020-04-04 20:16:18.102 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@390877d2
[DEBUG] 2020-04-04 20:16:18.103 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@390877d2
[DEBUG] 2020-04-04 20:16:18.106 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@4f453e63
[DEBUG] 2020-04-04 20:16:18.106 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@4f453e63
[DEBUG] 2020-04-04 20:16:18.107 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@221dad51
[DEBUG] 2020-04-04 20:16:18.107 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@221dad51
[DEBUG] 2020-04-04 20:16:18.108 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@2015b2cd
[DEBUG] 2020-04-04 20:16:18.108 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@2015b2cd
[DEBUG] 2020-04-04 20:16:18.109 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@6e1b9411
[DEBUG] 2020-04-04 20:16:18.109 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@6e1b9411
[DEBUG] 2020-04-04 20:16:18.110 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@46cb98a3
[DEBUG] 2020-04-04 20:16:18.110 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@46cb98a3
[DEBUG] 2020-04-04 20:16:18.111 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@4a23350
[DEBUG] 2020-04-04 20:16:18.111 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@4a23350
[DEBUG] 2020-04-04 20:16:18.112 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@263bbfeb
[DEBUG] 2020-04-04 20:16:18.112 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@263bbfeb
[DEBUG] 2020-04-04 20:16:18.113 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@7ea899a9
[DEBUG] 2020-04-04 20:16:18.113 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@7ea899a9
[DEBUG] 2020-04-04 20:16:18.113 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@756b58a7
[DEBUG] 2020-04-04 20:16:18.114 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@756b58a7
[DEBUG] 2020-04-04 20:16:18.114 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@21c7208d
[DEBUG] 2020-04-04 20:16:18.114 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@21c7208d
[DEBUG] 2020-04-04 20:16:18.114 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@21c7208d
[DEBUG] 2020-04-04 20:16:18.115 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@5a8cbffe
[DEBUG] 2020-04-04 20:16:18.115 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@7d5508e0
[DEBUG] 2020-04-04 20:16:18.116 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@7d5508e0
[DEBUG] 2020-04-04 20:16:18.116 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@7d5508e0
[DEBUG] 2020-04-04 20:16:18.116 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@5b84f14
[DEBUG] 2020-04-04 20:16:18.117 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@77e7246b
[DEBUG] 2020-04-04 20:16:18.117 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@77e7246b
[DEBUG] 2020-04-04 20:16:18.117 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@4726927c
[DEBUG] 2020-04-04 20:16:18.117 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@4726927c
[DEBUG] 2020-04-04 20:16:18.118 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@10acd6
[DEBUG] 2020-04-04 20:16:18.118 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@10acd6
[DEBUG] 2020-04-04 20:16:18.118 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@2f651f93
[DEBUG] 2020-04-04 20:16:18.119 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@2f651f93
[DEBUG] 2020-04-04 20:16:18.119 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@4a34e9f
[DEBUG] 2020-04-04 20:16:18.119 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@4a34e9f
[DEBUG] 2020-04-04 20:16:18.119 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@6240651f
[DEBUG] 2020-04-04 20:16:18.120 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@43da41e
[DEBUG] 2020-04-04 20:16:18.120 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@43da41e
[DEBUG] 2020-04-04 20:16:18.120 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@43da41e
[DEBUG] 2020-04-04 20:16:18.121 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@3bd3d05e
[DEBUG] 2020-04-04 20:16:18.121 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@3bd3d05e
[DEBUG] 2020-04-04 20:16:18.121 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@3bd3d05e
[DEBUG] 2020-04-04 20:16:18.128 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@6ab7ce48
[DEBUG] 2020-04-04 20:16:18.128 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2e5ee2c9
[DEBUG] 2020-04-04 20:16:18.129 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@25a5c7db
[DEBUG] 2020-04-04 20:16:18.129 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@25a5c7db
[DEBUG] 2020-04-04 20:16:18.129 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@25a5c7db
[DEBUG] 2020-04-04 20:16:18.130 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@7f5eae0f
[DEBUG] 2020-04-04 20:16:18.130 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@7f5eae0f
[DEBUG] 2020-04-04 20:16:18.130 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@7f5eae0f
[DEBUG] 2020-04-04 20:16:18.130 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@b0e5507
[DEBUG] 2020-04-04 20:16:18.130 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@1108adc8
[DEBUG] 2020-04-04 20:16:18.133 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@7a1f45ed
[DEBUG] 2020-04-04 20:16:18.133 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@7a1f45ed
[DEBUG] 2020-04-04 20:16:18.134 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@1c6c6f24
[DEBUG] 2020-04-04 20:16:18.134 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@4096aa05
[DEBUG] 2020-04-04 20:16:18.134 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@4096aa05
[DEBUG] 2020-04-04 20:16:18.136 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@4088741b
[DEBUG] 2020-04-04 20:16:18.136 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@4088741b
[DEBUG] 2020-04-04 20:16:18.137 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@205bed61
[DEBUG] 2020-04-04 20:16:18.137 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@7c2b58c0
[DEBUG] 2020-04-04 20:16:18.138 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@760cf594
[DEBUG] 2020-04-04 20:16:18.141 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@3681037
[DEBUG] 2020-04-04 20:16:18.141 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@3681037
[DEBUG] 2020-04-04 20:16:18.141 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@5eed2d86
[DEBUG] 2020-04-04 20:16:18.143 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@33d53216
[DEBUG] 2020-04-04 20:16:18.143 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@69a2b3b6
[DEBUG] 2020-04-04 20:16:18.143 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@4f3e7344
[DEBUG] 2020-04-04 20:16:18.143 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@7808f638
[DEBUG] 2020-04-04 20:16:18.144 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@62d73ead
[DEBUG] 2020-04-04 20:16:18.144 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@1e141e42
[DEBUG] 2020-04-04 20:16:18.144 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@228cea97
[DEBUG] 2020-04-04 20:16:18.164 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-04-04 20:16:18.165 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-04-04 20:16:18.166 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-04-04 20:16:18.167 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-04-04 20:16:18.167 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-04-04 20:16:18.168 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-04-04 20:16:18.168 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-04-04 20:16:18.170 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-04-04 20:16:18.171 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-04-04 20:16:18.171 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-04-04 20:16:18.171 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-04-04 20:16:18.172 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-04-04 20:16:18.172 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-04-04 20:16:18.173 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 2020-04-04 20:16:18.175 [main] ConnectionProviderInitiator - HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
[WARN ] 2020-04-04 20:16:18.177 [main] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 2020-04-04 20:16:18.177 [main] pooling - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/test_blog]
[INFO ] 2020-04-04 20:16:18.177 [main] pooling - HHH10001001: Connection properties: {password=jeyTesting12, user=tester}
[INFO ] 2020-04-04 20:16:18.178 [main] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 2020-04-04 20:16:18.179 [main] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 2020-04-04 20:16:18.179 [main] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 2020-04-04 20:16:18.225 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.19
      major : 8
      minor : 0
[DEBUG] 2020-04-04 20:16:18.225 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.17 (Revision: 16a712ddb3f826a1933ab42b0039f7fb9eebc6ec)
      major : 8
      minor : 0
[DEBUG] 2020-04-04 20:16:18.225 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-04-04 20:16:18.235 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
[DEBUG] 2020-04-04 20:16:18.248 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-04-04 20:16:18.408 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-04-04 20:16:18.463 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-04-04 20:16:18.467 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@472a11ae] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@dc79225]
[DEBUG] 2020-04-04 20:16:18.568 [main] AnnotationBinder - Binding entity from annotated class: com.jeyblog.entity.Post
[DEBUG] 2020-04-04 20:16:18.586 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-04-04 20:16:18.589 [main] EntityBinder - Import with entity name Post
[DEBUG] 2020-04-04 20:16:18.592 [main] EntityBinder - Bind entity com.jeyblog.entity.Post on table Post
[DEBUG] 2020-04-04 20:16:18.610 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=post_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:16:18.612 [main] PropertyBinder - MetadataSourceProcessor property postId with lazy=false
[DEBUG] 2020-04-04 20:16:18.613 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:postId]
[DEBUG] 2020-04-04 20:16:18.615 [main] SimpleValueBinder - building SimpleValue for postId
[DEBUG] 2020-04-04 20:16:18.616 [main] PropertyBinder - Building property postId
[DEBUG] 2020-04-04 20:16:18.618 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(post_id)]), postId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-04-04 20:16:18.621 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=author, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:16:18.621 [main] PropertyBinder - MetadataSourceProcessor property author with lazy=false
[DEBUG] 2020-04-04 20:16:18.621 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:author]
[DEBUG] 2020-04-04 20:16:18.622 [main] SimpleValueBinder - building SimpleValue for author
[DEBUG] 2020-04-04 20:16:18.622 [main] PropertyBinder - Building property author
[DEBUG] 2020-04-04 20:16:18.623 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=category, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:16:18.623 [main] PropertyBinder - MetadataSourceProcessor property category with lazy=false
[DEBUG] 2020-04-04 20:16:18.623 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:category]
[DEBUG] 2020-04-04 20:16:18.624 [main] SimpleValueBinder - building SimpleValue for category
[DEBUG] 2020-04-04 20:16:18.624 [main] PropertyBinder - Building property category
[DEBUG] 2020-04-04 20:16:18.624 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=created_at, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:16:18.624 [main] PropertyBinder - MetadataSourceProcessor property createdAt with lazy=false
[DEBUG] 2020-04-04 20:16:18.624 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:createdAt]
[DEBUG] 2020-04-04 20:16:18.624 [main] SimpleValueBinder - building SimpleValue for createdAt
[DEBUG] 2020-04-04 20:16:18.624 [main] PropertyBinder - Building property createdAt
[DEBUG] 2020-04-04 20:16:18.638 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=description, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:16:18.638 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2020-04-04 20:16:18.638 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:description]
