[DEBUG] 2020-04-04 20:22:19.294 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-04 20:22:19.305 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-04 20:22:19.313 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-04 20:22:19.418 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-04 20:22:19.425 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-04 20:22:19.709 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-04 20:22:19.709 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-04 20:22:19.717 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-04 20:22:19.980 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-04 20:22:20.000 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-04 20:22:20.001 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-04-04 20:22:20.048 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@2c768ada
[DEBUG] 2020-04-04 20:22:20.048 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@2c768ada
[DEBUG] 2020-04-04 20:22:20.049 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@2a32fb6
[DEBUG] 2020-04-04 20:22:20.049 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@2a32fb6
[DEBUG] 2020-04-04 20:22:20.049 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@2a32fb6
[DEBUG] 2020-04-04 20:22:20.050 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@6009bea
[DEBUG] 2020-04-04 20:22:20.050 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@6009bea
[DEBUG] 2020-04-04 20:22:20.050 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@6009bea
[DEBUG] 2020-04-04 20:22:20.051 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@431f1eaf
[DEBUG] 2020-04-04 20:22:20.051 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@431f1eaf
[DEBUG] 2020-04-04 20:22:20.051 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@431f1eaf
[DEBUG] 2020-04-04 20:22:20.052 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@56078cea
[DEBUG] 2020-04-04 20:22:20.052 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@56078cea
[DEBUG] 2020-04-04 20:22:20.052 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@56078cea
[DEBUG] 2020-04-04 20:22:20.053 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@62a4417
[DEBUG] 2020-04-04 20:22:20.053 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@62a4417
[DEBUG] 2020-04-04 20:22:20.054 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@62a4417
[DEBUG] 2020-04-04 20:22:20.055 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@3e5d4f6b
[DEBUG] 2020-04-04 20:22:20.055 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@3e5d4f6b
[DEBUG] 2020-04-04 20:22:20.059 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@3ae0b770
[DEBUG] 2020-04-04 20:22:20.059 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@3ae0b770
[DEBUG] 2020-04-04 20:22:20.059 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@36ddaebf
[DEBUG] 2020-04-04 20:22:20.059 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@36ddaebf
[DEBUG] 2020-04-04 20:22:20.060 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@3cff0139
[DEBUG] 2020-04-04 20:22:20.060 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@f096f37
[DEBUG] 2020-04-04 20:22:20.061 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@39e43310
[DEBUG] 2020-04-04 20:22:20.061 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@39e43310
[DEBUG] 2020-04-04 20:22:20.061 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@7fc7c4a
[DEBUG] 2020-04-04 20:22:20.062 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@7fc7c4a
[DEBUG] 2020-04-04 20:22:20.065 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@6b0615ae
[DEBUG] 2020-04-04 20:22:20.066 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@6b0615ae
[DEBUG] 2020-04-04 20:22:20.067 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@240f6c41
[DEBUG] 2020-04-04 20:22:20.067 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@240f6c41
[DEBUG] 2020-04-04 20:22:20.068 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@73a19967
[DEBUG] 2020-04-04 20:22:20.068 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@73a19967
[DEBUG] 2020-04-04 20:22:20.069 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@3d49fd31
[DEBUG] 2020-04-04 20:22:20.069 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@3d49fd31
[DEBUG] 2020-04-04 20:22:20.070 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@470a659f
[DEBUG] 2020-04-04 20:22:20.070 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@470a659f
[DEBUG] 2020-04-04 20:22:20.071 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@47447ccf
[DEBUG] 2020-04-04 20:22:20.071 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@47447ccf
[DEBUG] 2020-04-04 20:22:20.072 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4b1a43d8
[DEBUG] 2020-04-04 20:22:20.072 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4b1a43d8
[DEBUG] 2020-04-04 20:22:20.073 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@38b5f25
[DEBUG] 2020-04-04 20:22:20.074 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@38b5f25
[DEBUG] 2020-04-04 20:22:20.074 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@4417af13
[DEBUG] 2020-04-04 20:22:20.075 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@4417af13
[DEBUG] 2020-04-04 20:22:20.075 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@96a75da
[DEBUG] 2020-04-04 20:22:20.076 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@96a75da
[DEBUG] 2020-04-04 20:22:20.076 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@96a75da
[DEBUG] 2020-04-04 20:22:20.076 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@7f7af971
[DEBUG] 2020-04-04 20:22:20.077 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@5b84f14
[DEBUG] 2020-04-04 20:22:20.077 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@5b84f14
[DEBUG] 2020-04-04 20:22:20.077 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@5b84f14
[DEBUG] 2020-04-04 20:22:20.078 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@3d8b319e
[DEBUG] 2020-04-04 20:22:20.079 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@5017e1
[DEBUG] 2020-04-04 20:22:20.080 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@5017e1
[DEBUG] 2020-04-04 20:22:20.081 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@10ef5fa0
[DEBUG] 2020-04-04 20:22:20.081 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@10ef5fa0
[DEBUG] 2020-04-04 20:22:20.081 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@571a9686
[DEBUG] 2020-04-04 20:22:20.081 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@571a9686
[DEBUG] 2020-04-04 20:22:20.082 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@4e93dcb9
[DEBUG] 2020-04-04 20:22:20.082 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@4e93dcb9
[DEBUG] 2020-04-04 20:22:20.083 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@3cf7298d
[DEBUG] 2020-04-04 20:22:20.083 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@3cf7298d
[DEBUG] 2020-04-04 20:22:20.083 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@51a8313b
[DEBUG] 2020-04-04 20:22:20.084 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@4eb45fec
[DEBUG] 2020-04-04 20:22:20.084 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@4eb45fec
[DEBUG] 2020-04-04 20:22:20.084 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@4eb45fec
[DEBUG] 2020-04-04 20:22:20.085 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@459cfcca
[DEBUG] 2020-04-04 20:22:20.085 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@459cfcca
[DEBUG] 2020-04-04 20:22:20.085 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@459cfcca
[DEBUG] 2020-04-04 20:22:20.085 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@55a609dd
[DEBUG] 2020-04-04 20:22:20.086 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@719bb3b4
[DEBUG] 2020-04-04 20:22:20.086 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@3c782d8e
[DEBUG] 2020-04-04 20:22:20.086 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@3c782d8e
[DEBUG] 2020-04-04 20:22:20.086 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@3c782d8e
[DEBUG] 2020-04-04 20:22:20.087 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@6bbe50c9
[DEBUG] 2020-04-04 20:22:20.087 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@6bbe50c9
[DEBUG] 2020-04-04 20:22:20.087 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@6bbe50c9
[DEBUG] 2020-04-04 20:22:20.087 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@8a98f38
[DEBUG] 2020-04-04 20:22:20.088 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@41ffaeb8
[DEBUG] 2020-04-04 20:22:20.089 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@2eb917d0
[DEBUG] 2020-04-04 20:22:20.089 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@2eb917d0
[DEBUG] 2020-04-04 20:22:20.089 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@6a48a7f3
[DEBUG] 2020-04-04 20:22:20.090 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@71d8cfe7
[DEBUG] 2020-04-04 20:22:20.091 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@71d8cfe7
[DEBUG] 2020-04-04 20:22:20.092 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@129fed45
[DEBUG] 2020-04-04 20:22:20.092 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@129fed45
[DEBUG] 2020-04-04 20:22:20.092 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@11b377c5
[DEBUG] 2020-04-04 20:22:20.092 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@702c436b
[DEBUG] 2020-04-04 20:22:20.093 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@20a05b32
[DEBUG] 2020-04-04 20:22:20.098 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@33d53216
[DEBUG] 2020-04-04 20:22:20.098 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@33d53216
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@62d73ead
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@1e141e42
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@228cea97
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@1d0a61c8
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@46731692
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@782bf610
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@3db663d0
[DEBUG] 2020-04-04 20:22:20.099 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@73fc518f
[DEBUG] 2020-04-04 20:22:20.120 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-04-04 20:22:20.121 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-04-04 20:22:20.122 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-04-04 20:22:20.123 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-04-04 20:22:20.123 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-04-04 20:22:20.125 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-04-04 20:22:20.125 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-04-04 20:22:20.126 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-04-04 20:22:20.127 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-04-04 20:22:20.128 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-04-04 20:22:20.128 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-04-04 20:22:20.128 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-04-04 20:22:20.128 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-04-04 20:22:20.129 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 2020-04-04 20:22:20.131 [main] ConnectionProviderInitiator - HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
[WARN ] 2020-04-04 20:22:20.133 [main] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 2020-04-04 20:22:20.134 [main] pooling - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/test_blog]
[INFO ] 2020-04-04 20:22:20.134 [main] pooling - HHH10001001: Connection properties: {password=jeyTesting12, user=tester}
[INFO ] 2020-04-04 20:22:20.134 [main] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 2020-04-04 20:22:20.136 [main] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 2020-04-04 20:22:20.136 [main] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 2020-04-04 20:22:20.178 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.19
      major : 8
      minor : 0
[DEBUG] 2020-04-04 20:22:20.178 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.17 (Revision: 16a712ddb3f826a1933ab42b0039f7fb9eebc6ec)
      major : 8
      minor : 0
[DEBUG] 2020-04-04 20:22:20.178 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-04-04 20:22:20.190 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
[DEBUG] 2020-04-04 20:22:20.202 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-04-04 20:22:20.231 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-04-04 20:22:20.264 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-04-04 20:22:20.266 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@60cf62ad] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@1e0895f5]
[DEBUG] 2020-04-04 20:22:20.301 [main] AnnotationBinder - Binding entity from annotated class: com.jeyblog.entity.Post
[DEBUG] 2020-04-04 20:22:20.317 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-04-04 20:22:20.321 [main] EntityBinder - Import with entity name Post
[DEBUG] 2020-04-04 20:22:20.323 [main] EntityBinder - Bind entity com.jeyblog.entity.Post on table Post
[DEBUG] 2020-04-04 20:22:20.341 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=post_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:22:20.343 [main] PropertyBinder - MetadataSourceProcessor property postId with lazy=false
[DEBUG] 2020-04-04 20:22:20.344 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:postId]
[DEBUG] 2020-04-04 20:22:20.345 [main] SimpleValueBinder - building SimpleValue for postId
[DEBUG] 2020-04-04 20:22:20.348 [main] PropertyBinder - Building property postId
[DEBUG] 2020-04-04 20:22:20.350 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(post_id)]), postId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-04-04 20:22:20.352 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=author, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:22:20.352 [main] PropertyBinder - MetadataSourceProcessor property author with lazy=false
[DEBUG] 2020-04-04 20:22:20.352 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:author]
[DEBUG] 2020-04-04 20:22:20.352 [main] SimpleValueBinder - building SimpleValue for author
[DEBUG] 2020-04-04 20:22:20.352 [main] PropertyBinder - Building property author
[DEBUG] 2020-04-04 20:22:20.353 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=category, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:22:20.353 [main] PropertyBinder - MetadataSourceProcessor property category with lazy=false
[DEBUG] 2020-04-04 20:22:20.353 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:category]
[DEBUG] 2020-04-04 20:22:20.353 [main] SimpleValueBinder - building SimpleValue for category
[DEBUG] 2020-04-04 20:22:20.353 [main] PropertyBinder - Building property category
[DEBUG] 2020-04-04 20:22:20.353 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=created_at, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:22:20.353 [main] PropertyBinder - MetadataSourceProcessor property createdAt with lazy=false
[DEBUG] 2020-04-04 20:22:20.353 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:createdAt]
[DEBUG] 2020-04-04 20:22:20.353 [main] SimpleValueBinder - building SimpleValue for createdAt
[DEBUG] 2020-04-04 20:22:20.353 [main] PropertyBinder - Building property createdAt
[DEBUG] 2020-04-04 20:22:20.359 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Post), mappingColumn=description, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-04-04 20:22:20.359 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2020-04-04 20:22:20.359 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.jeyblog.entity.Post:description]
